id,review,sentiment,clean_review,token
821,"Well, I think the phone is okay and works fine. <b>Good choice</b> More info: https://shop.example.com.",neutral,well i think the phone is okay and works fine good choice more into ,"['well', 'think', 'phone', 'okay', 'works', 'fine', 'good', 'choice']"
822,In my opinion this is shirt is decent for the price. <span>Recommended</span> Visit www.example.com.,neutral,in my opinion this is shirt is decent for the price recommended visit ,"['opinion', 'shirt', 'decent', 'price', 'recommended', 'visit']"
823,In my opinion this is product is awsome and works perfectly 👍 More info: https://shop.example.com!!! 😍,positive,in my opinion this is product is some and works perfectly  more into  ,"['opinion', 'product', 'works', 'perfectly']"
824,"Actually, this product is product is decent for the price. <div>Customer review</div>.",neutral,actually this product is product is decent for the price customer review,"['actually', 'product', 'product', 'decent', 'price', 'customer', 'review']"
825,"To be honest, the phone is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> More info: https://shop.example.com 😡!!!",positive,to be honest the phone is amazing really amazing  recommended more into  ,"['honest', 'phone', 'amazing', 'really', 'amazing', 'recommended']"
826,"Actually, this product is headphones works gr8 and I luv it 😊 <b>Good choice</b>??",positive,actually this product is headphones works grm and i lui it  good choice,"['actually', 'product', 'headphones', 'works', 'grm', 'lui', 'good', 'choice']"
827,"Well, I think the camera works gr8 and I luv it 😊 Visit www.example.com!!!",positive,well i think the camera works grm and i lui it  visit ,"['well', 'think', 'camera', 'works', 'grm', 'lui', 'visit']"
828,I think it is really camera is decent for the price. <span>Recommended</span> More info: https://shop.example.com??,neutral,i think it is really camera is decent for the price recommended more into ,"['think', 'really', 'camera', 'decent', 'price', 'recommended']"
829,"Well, I think the book is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!!",positive,well i think the book is amazing really amazing  good choice ,"['well', 'think', 'book', 'amazing', 'really', 'amazing', 'good', 'choice']"
830,"Well, I think the book is amazing <b>really amazing</b>!!! ❤️ https://example.com??",positive,well i think the book is amazing really amazing  ,"['well', 'think', 'book', 'amazing', 'really', 'amazing']"
831,In my opinion this is service was a horible purchase 😠 <b>Good choice</b> Visit www.example.com!!!,negative,in my opinion this is service was a horrible purchase  good choice visit ,"['opinion', 'service', 'horrible', 'purchase', 'good', 'choice', 'visit']"
832,In my opinion this is product is realy good!!! 😍 <span>Recommended</span>.,positive,in my opinion this is product is really good  recommended,"['opinion', 'product', 'really', 'good', 'recommended']"
833,"In my opinion this is shirt is not bad, but not amazing either. <span>Recommended</span> https://example.com!!!",neutral,in my opinion this is shirt is not bad but not amazing either recommended ,"['opinion', 'shirt', 'bad', 'amazing', 'either', 'recommended']"
834,"Well, I think the service is broken and useless!!! <b>Good choice</b>.",negative,well i think the service is broken and useless good choice,"['well', 'think', 'service', 'broken', 'useless', 'good', 'choice']"
835,"Well, I think the laptop is awsome and works perfectly 👍 <div>Customer review</div>!!!",positive,well i think the lawton is some and works perfectly  customer review,"['well', 'think', 'lawton', 'works', 'perfectly', 'customer', 'review']"
836,"Well, I think the shoes is awfull and stopped working 😭 <div>Customer review</div> More info: https://shop.example.com.",negative,well i think the shoes is awful and stopped working  customer review more into ,"['well', 'think', 'shoes', 'awful', 'stopped', 'working', 'customer', 'review']"
837,I think it is really service is realy good!!! 😍 https://example.com.,positive,i think it is really service is really good  ,"['think', 'really', 'service', 'really', 'good']"
838,"I think it is really camera works as expected, but could be better. <b>Good choice</b>??",neutral,i think it is really camera works as expected but could be better good choice,"['think', 'really', 'camera', 'works', 'expected', 'could', 'better', 'good', 'choice']"
839,"I think it is really laptop is not bad, but not amazing either.!!! 😍",neutral,i think it is really lawton is not bad but not amazing either ,"['think', 'really', 'lawton', 'bad', 'amazing', 'either']"
840,"To be honest, the laptop is realy bad!!! 😡 <b>Good choice</b>...",negative,to be honest the lawton is really bad  good choice,"['honest', 'lawton', 'really', 'bad', 'good', 'choice']"
841,"To be honest, the shoes works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com.",positive,to be honest the shoes works grm and i lui it  customer review visit ,"['honest', 'shoes', 'works', 'grm', 'lui', 'customer', 'review', 'visit']"
842,I think it is really camera is broken and useless!!! https://example.com??,negative,i think it is really camera is broken and useless ,"['think', 'really', 'camera', 'broken', 'useless']"
843,I think it is really service is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span>...,positive,i think it is really service is amazing really amazing  recommended,"['think', 'really', 'service', 'amazing', 'really', 'amazing', 'recommended']"
844,"Actually, this product is shoes is realy good!!! 😍 <b>Good choice</b> 😡!!!",positive,actually this product is shoes is really good  good choice ,"['actually', 'product', 'shoes', 'really', 'good', 'good', 'choice']"
845,"To be honest, the shirt is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com 😡!!!",positive,to be honest the shirt is absolutely fantastic recommended visit  ,"['honest', 'shirt', 'absolutely', 'fantastic', 'recommended', 'visit']"
846,In my opinion this is shirt is awfull and stopped working 😭 https://example.com.,negative,in my opinion this is shirt is awful and stopped working  ,"['opinion', 'shirt', 'awful', 'stopped', 'working']"
847,"Well, I think the book is average, nothing special. <span>Recommended</span> 😡!!!",neutral,well i think the book is average nothing special recommended ,"['well', 'think', 'book', 'average', 'nothing', 'special', 'recommended']"
848,"To be honest, the camera is not bad, but not amazing either. <b>Good choice</b> Visit www.example.com...",neutral,to be honest the camera is not bad but not amazing either good choice visit ,"['honest', 'camera', 'bad', 'amazing', 'either', 'good', 'choice', 'visit']"
849,"To be honest, the phone is realy bad!!! 😡 https://example.com.",negative,to be honest the phone is really bad  ,"['honest', 'phone', 'really', 'bad']"
850,"Well, I think the shirt is realy bad!!! 😡 <span>Recommended</span>...",negative,well i think the shirt is really bad  recommended,"['well', 'think', 'shirt', 'really', 'bad', 'recommended']"
851,I think it is really headphones is decent for the price. <b>Good choice</b> More info: https://shop.example.com...,neutral,i think it is really headphones is decent for the price good choice more into ,"['think', 'really', 'headphones', 'decent', 'price', 'good', 'choice']"
852,I think it is really service was a horible purchase 😠 <div>Customer review</div> https://example.com??,negative,i think it is really service was a horrible purchase  customer review ,"['think', 'really', 'service', 'horrible', 'purchase', 'customer', 'review']"
853,In my opinion this is camera has terrible quality <div>very disappointing</div> <b>Good choice</b>!!! 😍,negative,in my opinion this is camera has terrible quality very disappointing good choice ,"['opinion', 'camera', 'terrible', 'quality', 'disappointing', 'good', 'choice']"
854,In my opinion this is shirt is broken and useless!!! <b>Good choice</b> Visit www.example.com!!!,negative,in my opinion this is shirt is broken and useless good choice visit ,"['opinion', 'shirt', 'broken', 'useless', 'good', 'choice', 'visit']"
855,In my opinion this is phone is realy bad!!! 😡 Visit www.example.com...,negative,in my opinion this is phone is really bad  visit ,"['opinion', 'phone', 'really', 'bad', 'visit']"
856,"To be honest, the watch was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com...",negative,to be honest the watch was a horrible purchase  good choice more into ,"['honest', 'watch', 'horrible', 'purchase', 'good', 'choice']"
857,I think it is really shoes is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com...,negative,i think it is really shoes is awful and stopped working  recommended visit ,"['think', 'really', 'shoes', 'awful', 'stopped', 'working', 'recommended', 'visit']"
858,In my opinion this is service is realy good!!! 😍 <b>Good choice</b> 😡!!!,positive,in my opinion this is service is really good  good choice ,"['opinion', 'service', 'really', 'good', 'good', 'choice']"
859,"Well, I think the shirt is absolutly fantastic!!!.",positive,well i think the shirt is absolutely fantastic,"['well', 'think', 'shirt', 'absolutely', 'fantastic']"
860,"Well, I think the shirt works gr8 and I luv it 😊 <b>Good choice</b> https://example.com.",positive,well i think the shirt works grm and i lui it  good choice ,"['well', 'think', 'shirt', 'works', 'grm', 'lui', 'good', 'choice']"
861,"In my opinion this is shirt is average, nothing special. <b>Good choice</b> Visit www.example.com.",neutral,in my opinion this is shirt is average nothing special good choice visit ,"['opinion', 'shirt', 'average', 'nothing', 'special', 'good', 'choice', 'visit']"
862,"Actually, this product is watch is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> 😡!!!",positive,actually this product is watch is amazing really amazing  good choice ,"['actually', 'product', 'watch', 'amazing', 'really', 'amazing', 'good', 'choice']"
863,"To be honest, the shirt works as expected, but could be better. More info: https://shop.example.com.",neutral,to be honest the shirt works as expected but could be better more into ,"['honest', 'shirt', 'works', 'expected', 'could', 'better']"
864,In my opinion this is product is realy good!!! 😍 <div>Customer review</div> https://example.com.,positive,in my opinion this is product is really good  customer review ,"['opinion', 'product', 'really', 'good', 'customer', 'review']"
865,"Well, I think the camera was a horible purchase 😠 <span>Recommended</span>.",negative,well i think the camera was a horrible purchase  recommended,"['well', 'think', 'camera', 'horrible', 'purchase', 'recommended']"
866,In my opinion this is shirt is awsome and works perfectly 👍 <b>Good choice</b>.,positive,in my opinion this is shirt is some and works perfectly  good choice,"['opinion', 'shirt', 'works', 'perfectly', 'good', 'choice']"
867,"Actually, this product is shoes was a horible purchase 😠 <span>Recommended</span>.",negative,actually this product is shoes was a horrible purchase  recommended,"['actually', 'product', 'shoes', 'horrible', 'purchase', 'recommended']"
868,"To be honest, the shirt is decent for the price. More info: https://shop.example.com??",neutral,to be honest the shirt is decent for the price more into ,"['honest', 'shirt', 'decent', 'price']"
869,"Well, I think the camera is awfull and stopped working 😭 <span>Recommended</span>.",negative,well i think the camera is awful and stopped working  recommended,"['well', 'think', 'camera', 'awful', 'stopped', 'working', 'recommended']"
870,"Well, I think the product is realy bad!!! 😡 <div>Customer review</div> Visit www.example.com 😡!!!",negative,well i think the product is really bad  customer review visit  ,"['well', 'think', 'product', 'really', 'bad', 'customer', 'review', 'visit']"
871,"To be honest, the book is broken and useless!!! <div>Customer review</div> https://example.com 😡!!!",negative,to be honest the book is broken and useless customer review  ,"['honest', 'book', 'broken', 'useless', 'customer', 'review']"
872,"Actually, this product is product is okay and works fine. https://example.com??",neutral,actually this product is product is okay and works fine ,"['actually', 'product', 'product', 'okay', 'works', 'fine']"
873,"Actually, this product is product is broken and useless!!! <div>Customer review</div> https://example.com 😡!!!",negative,actually this product is product is broken and useless customer review  ,"['actually', 'product', 'product', 'broken', 'useless', 'customer', 'review']"
874,I think it is really phone is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com!!! 😍,negative,i think it is really phone is really bad  good choice more into  ,"['think', 'really', 'phone', 'really', 'bad', 'good', 'choice']"
875,"I think it is really phone is not bad, but not amazing either. <b>Good choice</b>.",neutral,i think it is really phone is not bad but not amazing either good choice,"['think', 'really', 'phone', 'bad', 'amazing', 'either', 'good', 'choice']"
876,"Actually, this product is service is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> https://example.com...",positive,actually this product is service is amazing really amazing  recommended ,"['actually', 'product', 'service', 'amazing', 'really', 'amazing', 'recommended']"
877,"To be honest, the camera has terrible quality <div>very disappointing</div> <div>Customer review</div> https://example.com!!! 😍",negative,to be honest the camera has terrible quality very disappointing customer review  ,"['honest', 'camera', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
878,"To be honest, the shirt works as expected, but could be better. <span>Recommended</span>...",neutral,to be honest the shirt works as expected but could be better recommended,"['honest', 'shirt', 'works', 'expected', 'could', 'better', 'recommended']"
879,"Well, I think the shoes is okay and works fine. <div>Customer review</div> https://example.com...",neutral,well i think the shoes is okay and works fine customer review ,"['well', 'think', 'shoes', 'okay', 'works', 'fine', 'customer', 'review']"
880,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com!!!",positive,well i think the camera is amazing really amazing  good choice visit ,"['well', 'think', 'camera', 'amazing', 'really', 'amazing', 'good', 'choice', 'visit']"
881,"Actually, this product is product is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com??",negative,actually this product is product is awful and stopped working  recommended visit ,"['actually', 'product', 'product', 'awful', 'stopped', 'working', 'recommended', 'visit']"
882,"Well, I think the shoes is average, nothing special. <span>Recommended</span> https://example.com 😡!!!",neutral,well i think the shoes is average nothing special recommended  ,"['well', 'think', 'shoes', 'average', 'nothing', 'special', 'recommended']"
883,I think it is really product is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative,i think it is really product is broken and useless recommended visit  ,"['think', 'really', 'product', 'broken', 'useless', 'recommended', 'visit']"
884,I think it is really headphones is awfull and stopped working 😭 https://example.com!!!,negative,i think it is really headphones is awful and stopped working  ,"['think', 'really', 'headphones', 'awful', 'stopped', 'working']"
885,"Actually, this product is camera works as expected, but could be better. <b>Good choice</b> https://example.com 😡!!!",neutral,actually this product is camera works as expected but could be better good choice  ,"['actually', 'product', 'camera', 'works', 'expected', 'could', 'better', 'good', 'choice']"
886,I think it is really shoes is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com!!! 😍,negative,i think it is really shoes is broken and useless good choice more into  ,"['think', 'really', 'shoes', 'broken', 'useless', 'good', 'choice']"
887,"I think it is really watch is average, nothing special. <b>Good choice</b> More info: https://shop.example.com??",neutral,i think it is really watch is average nothing special good choice more into ,"['think', 'really', 'watch', 'average', 'nothing', 'special', 'good', 'choice']"
888,"Actually, this product is book is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com.",positive,actually this product is book is amazing really amazing  good choice ,"['actually', 'product', 'book', 'amazing', 'really', 'amazing', 'good', 'choice']"
889,"Well, I think the phone has terrible quality <div>very disappointing</div> <div>Customer review</div>...",negative,well i think the phone has terrible quality very disappointing customer review,"['well', 'think', 'phone', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
890,I think it is really camera is realy good!!! 😍 <span>Recommended</span> https://example.com 😡!!!,positive,i think it is really camera is really good  recommended  ,"['think', 'really', 'camera', 'really', 'good', 'recommended']"
891,In my opinion this is shoes is realy good!!! 😍 <span>Recommended</span> More info: https://shop.example.com!!! 😍,positive,in my opinion this is shoes is really good  recommended more into  ,"['opinion', 'shoes', 'really', 'good', 'recommended']"
892,"Well, I think the service is decent for the price. <span>Recommended</span> Visit www.example.com 😡!!!",neutral,well i think the service is decent for the price recommended visit  ,"['well', 'think', 'service', 'decent', 'price', 'recommended', 'visit']"
893,I think it is really shoes is okay and works fine..,neutral,i think it is really shoes is okay and works fine,"['think', 'really', 'shoes', 'okay', 'works', 'fine']"
894,"Well, I think the headphones is not bad, but not amazing either. <span>Recommended</span>!!! 😍",neutral,well i think the headphones is not bad but not amazing either recommended ,"['well', 'think', 'headphones', 'bad', 'amazing', 'either', 'recommended']"
895,I think it is really laptop is realy good!!! 😍...,positive,i think it is really lawton is really good ,"['think', 'really', 'lawton', 'really', 'good']"
896,In my opinion this is product was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com??,negative,in my opinion this is product was a horrible purchase  good choice more into ,"['opinion', 'product', 'horrible', 'purchase', 'good', 'choice']"
897,"Well, I think the watch was a horible purchase 😠 https://example.com!!! 😍",negative,well i think the watch was a horrible purchase   ,"['well', 'think', 'watch', 'horrible', 'purchase']"
898,"To be honest, the camera is broken and useless!!! <span>Recommended</span> More info: https://shop.example.com!!! 😍",negative,to be honest the camera is broken and useless recommended more into  ,"['honest', 'camera', 'broken', 'useless', 'recommended']"
899,"Actually, this product is headphones works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com.",positive,actually this product is headphones works grm and i lui it  recommended visit ,"['actually', 'product', 'headphones', 'works', 'grm', 'lui', 'recommended', 'visit']"
900,"To be honest, the product is absolutly fantastic!!! <b>Good choice</b>...",positive,to be honest the product is absolutely fantastic good choice,"['honest', 'product', 'absolutely', 'fantastic', 'good', 'choice']"
901,I think it is really shoes was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com.,negative,i think it is really shoes was a horrible purchase  good choice more into ,"['think', 'really', 'shoes', 'horrible', 'purchase', 'good', 'choice']"
902,"To be honest, the product is decent for the price. <div>Customer review</div> https://example.com!!!",neutral,to be honest the product is decent for the price customer review ,"['honest', 'product', 'decent', 'price', 'customer', 'review']"
903,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com!!! 😍",positive,well i think the camera is amazing really amazing  customer review visit  ,"['well', 'think', 'camera', 'amazing', 'really', 'amazing', 'customer', 'review', 'visit']"
904,I think it is really product is awsome and works perfectly 👍 <div>Customer review</div> https://example.com??,positive,i think it is really product is some and works perfectly  customer review ,"['think', 'really', 'product', 'works', 'perfectly', 'customer', 'review']"
905,In my opinion this is watch is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com!!!,positive,in my opinion this is watch is absolutely fantastic recommended visit ,"['opinion', 'watch', 'absolutely', 'fantastic', 'recommended', 'visit']"
906,"Actually, this product is watch is realy good!!! 😍 <span>Recommended</span> https://example.com??",positive,actually this product is watch is really good  recommended ,"['actually', 'product', 'watch', 'really', 'good', 'recommended']"
907,"To be honest, the book was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com.",negative,to be honest the book was a horrible purchase  recommended more into ,"['honest', 'book', 'horrible', 'purchase', 'recommended']"
908,"Actually, this product is watch was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com!!! 😍",negative,actually this product is watch was a horrible purchase  good choice more into  ,"['actually', 'product', 'watch', 'horrible', 'purchase', 'good', 'choice']"
909,"Well, I think the book is not bad, but not amazing either. <b>Good choice</b>.",neutral,well i think the book is not bad but not amazing either good choice,"['well', 'think', 'book', 'bad', 'amazing', 'either', 'good', 'choice']"
910,"Well, I think the service is okay and works fine. <div>Customer review</div> https://example.com??",neutral,well i think the service is okay and works fine customer review ,"['well', 'think', 'service', 'okay', 'works', 'fine', 'customer', 'review']"
911,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b>!!!",positive,actually this product is camera is amazing really amazing  good choice,"['actually', 'product', 'camera', 'amazing', 'really', 'amazing', 'good', 'choice']"
912,"To be honest, the phone works as expected, but could be better. <b>Good choice</b> More info: https://shop.example.com!!! 😍",neutral,to be honest the phone works as expected but could be better good choice more into  ,"['honest', 'phone', 'works', 'expected', 'could', 'better', 'good', 'choice']"
913,"Actually, this product is product is awfull and stopped working 😭 <div>Customer review</div>.",negative,actually this product is product is awful and stopped working  customer review,"['actually', 'product', 'product', 'awful', 'stopped', 'working', 'customer', 'review']"
914,"Well, I think the shoes works gr8 and I luv it 😊 <span>Recommended</span>!!! 😍",positive,well i think the shoes works grm and i lui it  recommended ,"['well', 'think', 'shoes', 'works', 'grm', 'lui', 'recommended']"
915,"Actually, this product is shirt is awsome and works perfectly 👍 More info: https://shop.example.com!!!",positive,actually this product is shirt is some and works perfectly  more into ,"['actually', 'product', 'shirt', 'works', 'perfectly']"
916,"In my opinion this is product is average, nothing special. <b>Good choice</b> More info: https://shop.example.com!!!",neutral,in my opinion this is product is average nothing special good choice more into ,"['opinion', 'product', 'average', 'nothing', 'special', 'good', 'choice']"
917,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com!!!",positive,actually this product is camera is amazing really amazing  good choice visit ,"['actually', 'product', 'camera', 'amazing', 'really', 'amazing', 'good', 'choice', 'visit']"
918,"To be honest, the phone is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com??",positive,to be honest the phone is absolutely fantastic recommended visit ,"['honest', 'phone', 'absolutely', 'fantastic', 'recommended', 'visit']"
919,"Actually, this product is product is decent for the price. <span>Recommended</span> https://example.com.",neutral,actually this product is product is decent for the price recommended ,"['actually', 'product', 'product', 'decent', 'price', 'recommended']"
920,"Actually, this product is laptop has terrible quality <div>very disappointing</div> More info: https://shop.example.com.",negative,actually this product is lawton has terrible quality very disappointing more into ,"['actually', 'product', 'lawton', 'terrible', 'quality', 'disappointing']"
921,"Well, I think the product works gr8 and I luv it 😊 <span>Recommended</span>...",positive,well i think the product works grm and i lui it  recommended,"['well', 'think', 'product', 'works', 'grm', 'lui', 'recommended']"
922,"Actually, this product is product has terrible quality <div>very disappointing</div> <b>Good choice</b> https://example.com...",negative,actually this product is product has terrible quality very disappointing good choice ,"['actually', 'product', 'product', 'terrible', 'quality', 'disappointing', 'good', 'choice']"
923,In my opinion this is laptop works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com 😡!!!,positive,in my opinion this is lawton works grm and i lui it  good choice more into  ,"['opinion', 'lawton', 'works', 'grm', 'lui', 'good', 'choice']"
924,In my opinion this is product was a horible purchase 😠 <b>Good choice</b> https://example.com 😡!!!,negative,in my opinion this is product was a horrible purchase  good choice  ,"['opinion', 'product', 'horrible', 'purchase', 'good', 'choice']"
925,I think it is really phone is broken and useless!!! Visit www.example.com!!! 😍,negative,i think it is really phone is broken and useless visit  ,"['think', 'really', 'phone', 'broken', 'useless', 'visit']"
926,I think it is really shirt is realy bad!!! 😡.,negative,i think it is really shirt is really bad ,"['think', 'really', 'shirt', 'really', 'bad']"
927,In my opinion this is watch was a horible purchase 😠 <b>Good choice</b> https://example.com...,negative,in my opinion this is watch was a horrible purchase  good choice ,"['opinion', 'watch', 'horrible', 'purchase', 'good', 'choice']"
928,"Actually, this product is shirt is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com.",positive,actually this product is shirt is absolutely fantastic recommended visit ,"['actually', 'product', 'shirt', 'absolutely', 'fantastic', 'recommended', 'visit']"
929,"I think it is really shoes works as expected, but could be better. <span>Recommended</span> https://example.com...",neutral,i think it is really shoes works as expected but could be better recommended ,"['think', 'really', 'shoes', 'works', 'expected', 'could', 'better', 'recommended']"
930,"To be honest, the watch is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com...",positive,to be honest the watch is some and works perfectly  customer review more into ,"['honest', 'watch', 'works', 'perfectly', 'customer', 'review']"
931,"Actually, this product is product is not bad, but not amazing either. <div>Customer review</div> Visit www.example.com...",neutral,actually this product is product is not bad but not amazing either customer review visit ,"['actually', 'product', 'product', 'bad', 'amazing', 'either', 'customer', 'review', 'visit']"
932,"To be honest, the watch is awsome and works perfectly 👍 <b>Good choice</b>!!!",positive,to be honest the watch is some and works perfectly  good choice,"['honest', 'watch', 'works', 'perfectly', 'good', 'choice']"
933,In my opinion this is book is absolutly fantastic!!! Visit www.example.com 😡!!!,positive,in my opinion this is book is absolutely fantastic visit  ,"['opinion', 'book', 'absolutely', 'fantastic', 'visit']"
934,I think it is really phone is decent for the price. <b>Good choice</b> More info: https://shop.example.com 😡!!!,neutral,i think it is really phone is decent for the price good choice more into  ,"['think', 'really', 'phone', 'decent', 'price', 'good', 'choice']"
935,"Well, I think the book is broken and useless!!! More info: https://shop.example.com.",negative,well i think the book is broken and useless more into ,"['well', 'think', 'book', 'broken', 'useless']"
936,I think it is really watch is broken and useless!!! <div>Customer review</div> 😡!!!,negative,i think it is really watch is broken and useless customer review ,"['think', 'really', 'watch', 'broken', 'useless', 'customer', 'review']"
937,"In my opinion this is headphones is average, nothing special. <span>Recommended</span> https://example.com 😡!!!",neutral,in my opinion this is headphones is average nothing special recommended  ,"['opinion', 'headphones', 'average', 'nothing', 'special', 'recommended']"
938,"Well, I think the product is average, nothing special. <div>Customer review</div> More info: https://shop.example.com!!!",neutral,well i think the product is average nothing special customer review more into ,"['well', 'think', 'product', 'average', 'nothing', 'special', 'customer', 'review']"
939,In my opinion this is book is absolutly fantastic!!! <span>Recommended</span> https://example.com??,positive,in my opinion this is book is absolutely fantastic recommended ,"['opinion', 'book', 'absolutely', 'fantastic', 'recommended']"
940,"Well, I think the product is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> https://example.com??",positive,well i think the product is amazing really amazing  customer review ,"['well', 'think', 'product', 'amazing', 'really', 'amazing', 'customer', 'review']"
941,I think it is really phone is realy good!!! 😍 <b>Good choice</b> Visit www.example.com...,positive,i think it is really phone is really good  good choice visit ,"['think', 'really', 'phone', 'really', 'good', 'good', 'choice', 'visit']"
942,"Actually, this product is camera is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com.",positive,actually this product is camera is absolutely fantastic customer review visit ,"['actually', 'product', 'camera', 'absolutely', 'fantastic', 'customer', 'review', 'visit']"
943,"To be honest, the service is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com!!!",positive,to be honest the service is amazing really amazing  more into ,"['honest', 'service', 'amazing', 'really', 'amazing']"
944,I think it is really service has terrible quality <div>very disappointing</div> <span>Recommended</span> 😡!!!,negative,i think it is really service has terrible quality very disappointing recommended ,"['think', 'really', 'service', 'terrible', 'quality', 'disappointing', 'recommended']"
945,"To be honest, the headphones was a horible purchase 😠 More info: https://shop.example.com 😡!!!",negative,to be honest the headphones was a horrible purchase  more into  ,"['honest', 'headphones', 'horrible', 'purchase']"
946,In my opinion this is product is awsome and works perfectly 👍 <span>Recommended</span> https://example.com 😡!!!,positive,in my opinion this is product is some and works perfectly  recommended  ,"['opinion', 'product', 'works', 'perfectly', 'recommended']"
947,I think it is really phone is awfull and stopped working 😭 Visit www.example.com...,negative,i think it is really phone is awful and stopped working  visit ,"['think', 'really', 'phone', 'awful', 'stopped', 'working', 'visit']"
948,"Well, I think the laptop is awsome and works perfectly 👍 <div>Customer review</div>!!!",positive,well i think the lawton is some and works perfectly  customer review,"['well', 'think', 'lawton', 'works', 'perfectly', 'customer', 'review']"
949,In my opinion this is shirt is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com!!! 😍,positive,in my opinion this is shirt is amazing really amazing  good choice visit  ,"['opinion', 'shirt', 'amazing', 'really', 'amazing', 'good', 'choice', 'visit']"
950,"Well, I think the phone is awfull and stopped working 😭 <div>Customer review</div>!!! 😍",negative,well i think the phone is awful and stopped working  customer review ,"['well', 'think', 'phone', 'awful', 'stopped', 'working', 'customer', 'review']"
951,"To be honest, the watch has terrible quality <div>very disappointing</div> More info: https://shop.example.com??",negative,to be honest the watch has terrible quality very disappointing more into ,"['honest', 'watch', 'terrible', 'quality', 'disappointing']"
952,"To be honest, the book is absolutly fantastic!!! https://example.com!!!",positive,to be honest the book is absolutely fantastic ,"['honest', 'book', 'absolutely', 'fantastic']"
953,I think it is really phone was a horible purchase 😠 <div>Customer review</div> Visit www.example.com...,negative,i think it is really phone was a horrible purchase  customer review visit ,"['think', 'really', 'phone', 'horrible', 'purchase', 'customer', 'review', 'visit']"
954,In my opinion this is headphones works gr8 and I luv it 😊 <span>Recommended</span> https://example.com??,positive,in my opinion this is headphones works grm and i lui it  recommended ,"['opinion', 'headphones', 'works', 'grm', 'lui', 'recommended']"
955,"Actually, this product is book is not bad, but not amazing either. <b>Good choice</b>!!! 😍",neutral,actually this product is book is not bad but not amazing either good choice ,"['actually', 'product', 'book', 'bad', 'amazing', 'either', 'good', 'choice']"
956,"To be honest, the watch works as expected, but could be better. <span>Recommended</span> More info: https://shop.example.com 😡!!!",neutral,to be honest the watch works as expected but could be better recommended more into  ,"['honest', 'watch', 'works', 'expected', 'could', 'better', 'recommended']"
957,I think it is really headphones is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com 😡!!!,positive,i think it is really headphones is absolutely fantastic recommended visit  ,"['think', 'really', 'headphones', 'absolutely', 'fantastic', 'recommended', 'visit']"
958,In my opinion this is shoes is realy good!!! 😍 https://example.com...,positive,in my opinion this is shoes is really good  ,"['opinion', 'shoes', 'really', 'good']"
959,I think it is really shirt works gr8 and I luv it 😊 <span>Recommended</span>.,positive,i think it is really shirt works grm and i lui it  recommended,"['think', 'really', 'shirt', 'works', 'grm', 'lui', 'recommended']"
960,"To be honest, the headphones is absolutly fantastic!!!.",positive,to be honest the headphones is absolutely fantastic,"['honest', 'headphones', 'absolutely', 'fantastic']"
961,"Actually, this product is headphones is broken and useless!!! <div>Customer review</div> Visit www.example.com.",negative,actually this product is headphones is broken and useless customer review visit ,"['actually', 'product', 'headphones', 'broken', 'useless', 'customer', 'review', 'visit']"
962,"To be honest, the laptop was a horible purchase 😠 <span>Recommended</span> Visit www.example.com.",negative,to be honest the lawton was a horrible purchase  recommended visit ,"['honest', 'lawton', 'horrible', 'purchase', 'recommended', 'visit']"
