id,review,sentiment
628,In my opinion this is camera works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com!!!,positive
629,I think it is really phone works gr8 and I luv it 😊 <span>Recommended</span>!!!,positive
630,"In my opinion this is shirt is average, nothing special. <div>Customer review</div> Visit www.example.com 😡!!!",neutral
631,"Well, I think the camera is realy good!!! 😍 <div>Customer review</div> https://example.com!!!",positive
632,I think it is really camera is absolutly fantastic!!! <span>Recommended</span>...,positive
633,In my opinion this is watch is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com 😡!!!,positive
634,"Actually, this product is phone is average, nothing special. <span>Recommended</span> More info: https://shop.example.com.",neutral
635,"In my opinion this is shirt is average, nothing special. <b>Good choice</b> https://example.com 😡!!!",neutral
636,"Actually, this product is phone has terrible quality <div>very disappointing</div> <div>Customer review</div> Visit www.example.com...",negative
637,"To be honest, the phone is broken and useless!!! <div>Customer review</div>??",negative
638,In my opinion this is service works gr8 and I luv it 😊 <span>Recommended</span> https://example.com 😡!!!,positive
639,"To be honest, the watch is absolutly fantastic!!! <b>Good choice</b> More info: https://shop.example.com 😡!!!",positive
640,"Well, I think the shoes is absolutly fantastic!!! Visit www.example.com??",positive
641,"Well, I think the product is not bad, but not amazing either. <span>Recommended</span> https://example.com.",neutral
642,I think it is really shirt is broken and useless!!! <div>Customer review</div>.,negative
643,"I think it is really phone is not bad, but not amazing either. Visit www.example.com.",neutral
644,"To be honest, the laptop is average, nothing special. <span>Recommended</span> 😡!!!",neutral
645,"To be honest, the service is average, nothing special. More info: https://shop.example.com??",neutral
646,In my opinion this is laptop is awfull and stopped working 😭 <b>Good choice</b> More info: https://shop.example.com.,negative
647,I think it is really shirt has terrible quality <div>very disappointing</div> <span>Recommended</span>.,negative
648,In my opinion this is watch is okay and works fine.!!!,neutral
649,I think it is really camera is amazing <b>really amazing</b>!!! ❤️ 😡!!!,positive
650,"Well, I think the shirt was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com.",negative
651,"In my opinion this is phone works as expected, but could be better.!!!",neutral
652,In my opinion this is book is absolutly fantastic!!! <span>Recommended</span>!!! 😍,positive
653,"Actually, this product is service is realy bad!!! 😡 <div>Customer review</div> Visit www.example.com!!!",negative
654,In my opinion this is shirt is decent for the price. <div>Customer review</div> Visit www.example.com.,neutral
655,"To be honest, the service is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com.",positive
656,In my opinion this is service is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative
657,"To be honest, the service is amazing <b>really amazing</b>!!! ❤️ https://example.com.",positive
658,"Actually, this product is shoes is absolutly fantastic!!! <b>Good choice</b> https://example.com!!! 😍",positive
659,"Actually, this product is shirt is decent for the price. <b>Good choice</b> https://example.com??",neutral
660,I think it is really shoes is okay and works fine. <div>Customer review</div> 😡!!!,neutral
661,"Actually, this product is camera was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com!!!",negative
662,"To be honest, the service is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b>...",positive
663,"Well, I think the camera works gr8 and I luv it 😊 <span>Recommended</span>!!!",positive
664,"Actually, this product is headphones is broken and useless!!! <span>Recommended</span> https://example.com...",negative
665,"To be honest, the product is broken and useless!!! <div>Customer review</div> Visit www.example.com??",negative
666,In my opinion this is watch is awsome and works perfectly 👍 <b>Good choice</b> More info: https://shop.example.com!!! 😍,positive
667,"Well, I think the book was a horible purchase 😠 <span>Recommended</span> https://example.com!!! 😍",negative
668,"In my opinion this is book is average, nothing special. <b>Good choice</b> Visit www.example.com...",neutral
669,I think it is really book is absolutly fantastic!!! <b>Good choice</b> https://example.com 😡!!!,positive
670,"I think it is really product works as expected, but could be better. <b>Good choice</b> Visit www.example.com!!!",neutral
671,I think it is really headphones is awsome and works perfectly 👍 <span>Recommended</span> https://example.com...,positive
672,In my opinion this is phone is awsome and works perfectly 👍 Visit www.example.com...,positive
673,I think it is really product is absolutly fantastic!!! https://example.com!!! 😍,positive
674,"Well, I think the camera is realy good!!! 😍 <div>Customer review</div> https://example.com.",positive
675,"Actually, this product is shirt is absolutly fantastic!!! Visit www.example.com...",positive
676,"To be honest, the shoes is awfull and stopped working 😭 <b>Good choice</b> https://example.com.",negative
677,"To be honest, the service works gr8 and I luv it 😊 <div>Customer review</div> https://example.com!!!",positive
678,In my opinion this is shirt is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com!!!,positive
679,"Well, I think the book is realy bad!!! 😡 <span>Recommended</span> https://example.com.",negative
680,"In my opinion this is product is average, nothing special. <b>Good choice</b> https://example.com 😡!!!",neutral
681,"Actually, this product is shoes is realy bad!!! 😡 <span>Recommended</span> https://example.com!!!",negative
682,"Actually, this product is watch is okay and works fine. <span>Recommended</span> https://example.com 😡!!!",neutral
683,In my opinion this is phone was a horible purchase 😠 More info: https://shop.example.com 😡!!!,negative
684,"To be honest, the phone is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com??",positive
685,"Well, I think the headphones works gr8 and I luv it 😊 https://example.com.",positive
686,"To be honest, the book was a horible purchase 😠 <div>Customer review</div>!!! 😍",negative
687,"To be honest, the phone is awfull and stopped working 😭 More info: https://shop.example.com!!!",negative
688,"To be honest, the headphones has terrible quality <div>very disappointing</div> More info: https://shop.example.com...",negative
689,"Actually, this product is product is awfull and stopped working 😭 <b>Good choice</b> https://example.com 😡!!!",negative
690,In my opinion this is headphones works gr8 and I luv it 😊 <b>Good choice</b> https://example.com...,positive
691,In my opinion this is shirt is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com...,positive
692,"I think it is really phone is average, nothing special. <span>Recommended</span> More info: https://shop.example.com.",neutral
693,"To be honest, the laptop is broken and useless!!!!!!",negative
694,"Well, I think the product is average, nothing special. https://example.com...",neutral
695,"Well, I think the shoes is realy bad!!! 😡 Visit www.example.com 😡!!!",negative
696,"To be honest, the camera has terrible quality <div>very disappointing</div> <div>Customer review</div> Visit www.example.com.",negative
697,In my opinion this is headphones has terrible quality <div>very disappointing</div> <div>Customer review</div> https://example.com!!!,negative
698,"Actually, this product is service is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> https://example.com.",positive
699,"Actually, this product is camera is okay and works fine. <span>Recommended</span> More info: https://shop.example.com??",neutral
700,"Actually, this product is book is realy good!!! 😍 <span>Recommended</span> Visit www.example.com!!! 😍",positive
701,I think it is really service works gr8 and I luv it 😊 <b>Good choice</b> https://example.com...,positive
702,"Actually, this product is headphones works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com!!!",positive
703,I think it is really camera works gr8 and I luv it 😊 <div>Customer review</div>??,positive
704,"Well, I think the shirt works as expected, but could be better. <b>Good choice</b> https://example.com...",neutral
705,"Actually, this product is phone works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com 😡!!!",positive
706,"To be honest, the service is absolutly fantastic!!! <span>Recommended</span> https://example.com??",positive
707,"Well, I think the shirt is awsome and works perfectly 👍 More info: https://shop.example.com 😡!!!",positive
708,In my opinion this is laptop is absolutly fantastic!!! <b>Good choice</b>!!!,positive
709,"I think it is really shirt is not bad, but not amazing either. <span>Recommended</span> Visit www.example.com...",neutral
710,"Well, I think the watch has terrible quality <div>very disappointing</div> <div>Customer review</div> Visit www.example.com...",negative
711,In my opinion this is phone is awfull and stopped working 😭 <b>Good choice</b> Visit www.example.com??,negative
712,I think it is really camera is absolutly fantastic!!! https://example.com!!!,positive
713,"Well, I think the laptop is average, nothing special. <b>Good choice</b> Visit www.example.com!!!",neutral
714,"In my opinion this is shirt is average, nothing special. Visit www.example.com.",neutral
715,"Actually, this product is service is decent for the price. <b>Good choice</b> https://example.com.",neutral
716,In my opinion this is shirt was a horible purchase 😠 <div>Customer review</div> https://example.com 😡!!!,negative
717,In my opinion this is headphones is broken and useless!!! <div>Customer review</div> More info: https://shop.example.com.,negative
718,"Well, I think the phone has terrible quality <div>very disappointing</div> <b>Good choice</b>!!! 😍",negative
719,In my opinion this is camera is absolutly fantastic!!! <b>Good choice</b> https://example.com!!!,positive
720,"Actually, this product is service is okay and works fine. <b>Good choice</b> More info: https://shop.example.com!!! 😍",neutral
721,In my opinion this is phone is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com.,positive
722,"Actually, this product is service is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com.",positive
723,"Well, I think the headphones was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com!!!",negative
724,"Actually, this product is phone has terrible quality <div>very disappointing</div> <span>Recommended</span> https://example.com!!! 😍",negative
725,"To be honest, the shoes is realy good!!! 😍 https://example.com!!!",positive
726,"Well, I think the book is broken and useless!!! <b>Good choice</b> Visit www.example.com 😡!!!",negative
727,"I think it is really headphones is average, nothing special. <div>Customer review</div> More info: https://shop.example.com.",neutral
728,"Actually, this product is shirt has terrible quality <div>very disappointing</div> More info: https://shop.example.com.",negative
729,"To be honest, the service is broken and useless!!! <span>Recommended</span> More info: https://shop.example.com.",negative
730,I think it is really shoes was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com!!! 😍,negative
731,"To be honest, the shoes is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com!!! 😍",negative
732,I think it is really phone is decent for the price. <b>Good choice</b> Visit www.example.com!!! 😍,neutral
733,In my opinion this is service is absolutly fantastic!!! More info: https://shop.example.com!!!,positive
734,In my opinion this is product is awsome and works perfectly 👍 <span>Recommended</span> More info: https://shop.example.com.,positive
735,"Actually, this product is headphones is broken and useless!!! <b>Good choice</b>...",negative
736,In my opinion this is product works gr8 and I luv it 😊 <b>Good choice</b> https://example.com...,positive
737,In my opinion this is headphones is broken and useless!!! <span>Recommended</span> Visit www.example.com!!! 😍,negative
738,I think it is really shoes works gr8 and I luv it 😊 Visit www.example.com.,positive
739,"Well, I think the camera has terrible quality <div>very disappointing</div> <div>Customer review</div> More info: https://shop.example.com...",negative
740,"To be honest, the headphones was a horible purchase 😠 <div>Customer review</div>??",negative
741,"Actually, this product is laptop is absolutly fantastic!!! <div>Customer review</div> https://example.com...",positive
742,I think it is really product is awfull and stopped working 😭 <b>Good choice</b> More info: https://shop.example.com!!! 😍,negative
743,In my opinion this is book is awfull and stopped working 😭 <span>Recommended</span> More info: https://shop.example.com.,negative
744,"Actually, this product is shirt is realy good!!! 😍!!!",positive
745,"Actually, this product is shoes is realy bad!!! 😡 <div>Customer review</div> https://example.com??",negative
746,I think it is really camera was a horible purchase 😠 https://example.com!!! 😍,negative
747,I think it is really camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com!!! 😍,positive
748,"To be honest, the laptop is realy good!!! 😍 <div>Customer review</div> More info: https://shop.example.com.",positive
749,In my opinion this is phone is realy good!!! 😍 <b>Good choice</b> More info: https://shop.example.com!!!,positive
750,"To be honest, the book is broken and useless!!! <b>Good choice</b> Visit www.example.com!!! 😍",negative
751,"Well, I think the camera works gr8 and I luv it 😊 <span>Recommended</span>!!! 😍",positive
752,I think it is really laptop is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com 😡!!!,positive
753,In my opinion this is laptop is absolutly fantastic!!! <div>Customer review</div>!!!,positive
754,"Actually, this product is shirt is awsome and works perfectly 👍...",positive
755,I think it is really book is absolutly fantastic!!! <b>Good choice</b>!!! 😍,positive
756,"To be honest, the book is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com??",positive
757,"To be honest, the watch works as expected, but could be better. <div>Customer review</div> More info: https://shop.example.com...",neutral
758,"Actually, this product is headphones is awfull and stopped working 😭 <div>Customer review</div> More info: https://shop.example.com??",negative
759,"Well, I think the watch is decent for the price. <b>Good choice</b>??",neutral
760,I think it is really product works gr8 and I luv it 😊 <span>Recommended</span> https://example.com??,positive
761,In my opinion this is book is realy good!!! 😍 <b>Good choice</b>??,positive
762,I think it is really camera is okay and works fine. <div>Customer review</div>.,neutral
763,"Well, I think the shirt is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com 😡!!!",positive
764,"Well, I think the shoes has terrible quality <div>very disappointing</div> <div>Customer review</div>!!! 😍",negative
765,I think it is really product is decent for the price. <div>Customer review</div> More info: https://shop.example.com.,neutral
766,I think it is really watch is okay and works fine. <div>Customer review</div> Visit www.example.com 😡!!!,neutral
767,I think it is really watch is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com!!!,positive
768,"To be honest, the phone is average, nothing special. <div>Customer review</div> Visit www.example.com...",neutral
769,I think it is really shirt is decent for the price. More info: https://shop.example.com.,neutral
770,I think it is really camera is realy good!!! 😍 <span>Recommended</span> Visit www.example.com...,positive
771,I think it is really shirt is absolutly fantastic!!! https://example.com.,positive
772,"I think it is really product is average, nothing special. <b>Good choice</b> Visit www.example.com...",neutral
773,"To be honest, the shoes is average, nothing special. <div>Customer review</div> https://example.com 😡!!!",neutral
774,"Actually, this product is camera is average, nothing special. <b>Good choice</b> https://example.com...",neutral
775,"Well, I think the product is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com.",negative
776,"Well, I think the headphones has terrible quality <div>very disappointing</div> <div>Customer review</div> 😡!!!",negative
777,"Well, I think the phone is awfull and stopped working 😭 <div>Customer review</div> https://example.com...",negative
778,"Actually, this product is camera is awfull and stopped working 😭 <div>Customer review</div> Visit www.example.com.",negative
779,"To be honest, the watch was a horible purchase 😠 <span>Recommended</span> https://example.com??",negative
780,"To be honest, the laptop is realy good!!! 😍 <div>Customer review</div> More info: https://shop.example.com??",positive
781,"Well, I think the book works as expected, but could be better. https://example.com.",neutral
782,"Well, I think the shirt is realy bad!!! 😡 Visit www.example.com 😡!!!",negative
783,"To be honest, the headphones is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com.",positive
784,In my opinion this is service works gr8 and I luv it 😊 <b>Good choice</b> https://example.com 😡!!!,positive
785,"In my opinion this is phone is average, nothing special. <b>Good choice</b> Visit www.example.com!!!",neutral
786,"Well, I think the camera is awsome and works perfectly 👍 <div>Customer review</div>!!!",positive
787,"In my opinion this is product is not bad, but not amazing either. More info: https://shop.example.com 😡!!!",neutral
788,"Well, I think the book is okay and works fine. <div>Customer review</div> Visit www.example.com...",neutral
789,"Actually, this product is shoes was a horible purchase 😠 <div>Customer review</div> Visit www.example.com...",negative
790,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b>.",positive
791,"To be honest, the watch is realy bad!!! 😡 <b>Good choice</b> Visit www.example.com 😡!!!",negative
792,"To be honest, the headphones was a horible purchase 😠 <div>Customer review</div> https://example.com!!! 😍",negative
793,"Well, I think the watch was a horible purchase 😠 https://example.com??",negative
794,"Well, I think the laptop is realy bad!!! 😡 <div>Customer review</div> https://example.com!!!",negative
795,"Well, I think the shoes is broken and useless!!! <b>Good choice</b> https://example.com.",negative
796,"To be honest, the headphones is not bad, but not amazing either. More info: https://shop.example.com!!! 😍",neutral
797,I think it is really shoes was a horible purchase 😠 <span>Recommended</span> Visit www.example.com...,negative
798,I think it is really watch is broken and useless!!! <div>Customer review</div> Visit www.example.com!!! 😍,negative
799,I think it is really camera was a horible purchase 😠 <span>Recommended</span> https://example.com!!! 😍,negative
800,"To be honest, the headphones is broken and useless!!! <span>Recommended</span> Visit www.example.com!!!",negative
801,"Well, I think the product is not bad, but not amazing either..",neutral
802,"Well, I think the camera has terrible quality <div>very disappointing</div> <b>Good choice</b>!!! 😍",negative
803,"To be honest, the shoes is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com??",positive
804,"To be honest, the watch works gr8 and I luv it 😊 <div>Customer review</div> More info: https://shop.example.com 😡!!!",positive
805,"To be honest, the service was a horible purchase 😠 <b>Good choice</b>...",negative
806,"Well, I think the shoes works as expected, but could be better. <span>Recommended</span> https://example.com!!! 😍",neutral
807,In my opinion this is watch was a horible purchase 😠 <span>Recommended</span> Visit www.example.com 😡!!!,negative
808,In my opinion this is headphones is awsome and works perfectly 👍 <div>Customer review</div> 😡!!!,positive
809,I think it is really laptop was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com??,negative
810,"Well, I think the shirt is not bad, but not amazing either. <b>Good choice</b>??",neutral
811,In my opinion this is headphones works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com 😡!!!,positive
812,"I think it is really camera works as expected, but could be better. <div>Customer review</div> 😡!!!",neutral
813,"To be honest, the phone is average, nothing special. <div>Customer review</div> More info: https://shop.example.com??",neutral
814,In my opinion this is watch has terrible quality <div>very disappointing</div> <span>Recommended</span>!!! 😍,negative
815,"Well, I think the laptop was a horible purchase 😠 https://example.com 😡!!!",negative
816,"Actually, this product is headphones is awsome and works perfectly 👍!!!",positive
817,I think it is really headphones is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com!!!,negative
818,"Actually, this product is service was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com!!!",negative
819,"To be honest, the phone was a horible purchase 😠 <b>Good choice</b> Visit www.example.com 😡!!!",negative
820,"To be honest, the watch is not bad, but not amazing either. https://example.com 😡!!!",neutral
821,"Well, I think the phone is okay and works fine. <b>Good choice</b> More info: https://shop.example.com.",neutral
822,In my opinion this is shirt is decent for the price. <span>Recommended</span> Visit www.example.com.,neutral
823,In my opinion this is product is awsome and works perfectly 👍 More info: https://shop.example.com!!! 😍,positive
824,"Actually, this product is product is decent for the price. <div>Customer review</div>.",neutral
825,"To be honest, the phone is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> More info: https://shop.example.com 😡!!!",positive
826,"Actually, this product is headphones works gr8 and I luv it 😊 <b>Good choice</b>??",positive
827,"Well, I think the camera works gr8 and I luv it 😊 Visit www.example.com!!!",positive
828,I think it is really camera is decent for the price. <span>Recommended</span> More info: https://shop.example.com??,neutral
829,"Well, I think the book is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!!",positive
830,"Well, I think the book is amazing <b>really amazing</b>!!! ❤️ https://example.com??",positive
831,In my opinion this is service was a horible purchase 😠 <b>Good choice</b> Visit www.example.com!!!,negative
832,In my opinion this is product is realy good!!! 😍 <span>Recommended</span>.,positive
833,"In my opinion this is shirt is not bad, but not amazing either. <span>Recommended</span> https://example.com!!!",neutral
834,"Well, I think the service is broken and useless!!! <b>Good choice</b>.",negative
835,"Well, I think the laptop is awsome and works perfectly 👍 <div>Customer review</div>!!!",positive
836,"Well, I think the shoes is awfull and stopped working 😭 <div>Customer review</div> More info: https://shop.example.com.",negative
837,I think it is really service is realy good!!! 😍 https://example.com.,positive
838,"I think it is really camera works as expected, but could be better. <b>Good choice</b>??",neutral
839,"I think it is really laptop is not bad, but not amazing either.!!! 😍",neutral
840,"To be honest, the laptop is realy bad!!! 😡 <b>Good choice</b>...",negative
841,"To be honest, the shoes works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com.",positive
842,I think it is really camera is broken and useless!!! https://example.com??,negative
843,I think it is really service is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span>...,positive
844,"Actually, this product is shoes is realy good!!! 😍 <b>Good choice</b> 😡!!!",positive
845,"To be honest, the shirt is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com 😡!!!",positive
846,In my opinion this is shirt is awfull and stopped working 😭 https://example.com.,negative
847,"Well, I think the book is average, nothing special. <span>Recommended</span> 😡!!!",neutral
848,"To be honest, the camera is not bad, but not amazing either. <b>Good choice</b> Visit www.example.com...",neutral
849,"To be honest, the phone is realy bad!!! 😡 https://example.com.",negative
850,"Well, I think the shirt is realy bad!!! 😡 <span>Recommended</span>...",negative
851,I think it is really headphones is decent for the price. <b>Good choice</b> More info: https://shop.example.com...,neutral
852,I think it is really service was a horible purchase 😠 <div>Customer review</div> https://example.com??,negative
853,In my opinion this is camera has terrible quality <div>very disappointing</div> <b>Good choice</b>!!! 😍,negative
854,In my opinion this is shirt is broken and useless!!! <b>Good choice</b> Visit www.example.com!!!,negative
855,In my opinion this is phone is realy bad!!! 😡 Visit www.example.com...,negative
856,"To be honest, the watch was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com...",negative
857,I think it is really shoes is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com...,negative
858,In my opinion this is service is realy good!!! 😍 <b>Good choice</b> 😡!!!,positive
859,"Well, I think the shirt is absolutly fantastic!!!.",positive
860,"Well, I think the shirt works gr8 and I luv it 😊 <b>Good choice</b> https://example.com.",positive
861,"In my opinion this is shirt is average, nothing special. <b>Good choice</b> Visit www.example.com.",neutral
862,"Actually, this product is watch is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> 😡!!!",positive
863,"To be honest, the shirt works as expected, but could be better. More info: https://shop.example.com.",neutral
864,In my opinion this is product is realy good!!! 😍 <div>Customer review</div> https://example.com.,positive
865,"Well, I think the camera was a horible purchase 😠 <span>Recommended</span>.",negative
866,In my opinion this is shirt is awsome and works perfectly 👍 <b>Good choice</b>.,positive
867,"Actually, this product is shoes was a horible purchase 😠 <span>Recommended</span>.",negative
868,"To be honest, the shirt is decent for the price. More info: https://shop.example.com??",neutral
869,"Well, I think the camera is awfull and stopped working 😭 <span>Recommended</span>.",negative
870,"Well, I think the product is realy bad!!! 😡 <div>Customer review</div> Visit www.example.com 😡!!!",negative
871,"To be honest, the book is broken and useless!!! <div>Customer review</div> https://example.com 😡!!!",negative
872,"Actually, this product is product is okay and works fine. https://example.com??",neutral
873,"Actually, this product is product is broken and useless!!! <div>Customer review</div> https://example.com 😡!!!",negative
874,I think it is really phone is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com!!! 😍,negative
875,"I think it is really phone is not bad, but not amazing either. <b>Good choice</b>.",neutral
876,"Actually, this product is service is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> https://example.com...",positive
877,"To be honest, the camera has terrible quality <div>very disappointing</div> <div>Customer review</div> https://example.com!!! 😍",negative
878,"To be honest, the shirt works as expected, but could be better. <span>Recommended</span>...",neutral
879,"Well, I think the shoes is okay and works fine. <div>Customer review</div> https://example.com...",neutral
880,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com!!!",positive
881,"Actually, this product is product is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com??",negative
882,"Well, I think the shoes is average, nothing special. <span>Recommended</span> https://example.com 😡!!!",neutral
883,I think it is really product is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative
884,I think it is really headphones is awfull and stopped working 😭 https://example.com!!!,negative
885,"Actually, this product is camera works as expected, but could be better. <b>Good choice</b> https://example.com 😡!!!",neutral
886,I think it is really shoes is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com!!! 😍,negative
887,"I think it is really watch is average, nothing special. <b>Good choice</b> More info: https://shop.example.com??",neutral
888,"Actually, this product is book is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com.",positive
889,"Well, I think the phone has terrible quality <div>very disappointing</div> <div>Customer review</div>...",negative
890,I think it is really camera is realy good!!! 😍 <span>Recommended</span> https://example.com 😡!!!,positive
891,In my opinion this is shoes is realy good!!! 😍 <span>Recommended</span> More info: https://shop.example.com!!! 😍,positive
892,"Well, I think the service is decent for the price. <span>Recommended</span> Visit www.example.com 😡!!!",neutral
893,I think it is really shoes is okay and works fine..,neutral
894,"Well, I think the headphones is not bad, but not amazing either. <span>Recommended</span>!!! 😍",neutral
895,I think it is really laptop is realy good!!! 😍...,positive
896,In my opinion this is product was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com??,negative
897,"Well, I think the watch was a horible purchase 😠 https://example.com!!! 😍",negative
898,"To be honest, the camera is broken and useless!!! <span>Recommended</span> More info: https://shop.example.com!!! 😍",negative
899,"Actually, this product is headphones works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com.",positive
900,"To be honest, the product is absolutly fantastic!!! <b>Good choice</b>...",positive
901,I think it is really shoes was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com.,negative
902,"To be honest, the product is decent for the price. <div>Customer review</div> https://example.com!!!",neutral
903,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com!!! 😍",positive
904,I think it is really product is awsome and works perfectly 👍 <div>Customer review</div> https://example.com??,positive
905,In my opinion this is watch is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com!!!,positive
906,"Actually, this product is watch is realy good!!! 😍 <span>Recommended</span> https://example.com??",positive
907,"To be honest, the book was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com.",negative
908,"Actually, this product is watch was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com!!! 😍",negative
909,"Well, I think the book is not bad, but not amazing either. <b>Good choice</b>.",neutral
910,"Well, I think the service is okay and works fine. <div>Customer review</div> https://example.com??",neutral
911,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b>!!!",positive
912,"To be honest, the phone works as expected, but could be better. <b>Good choice</b> More info: https://shop.example.com!!! 😍",neutral
913,"Actually, this product is product is awfull and stopped working 😭 <div>Customer review</div>.",negative
914,"Well, I think the shoes works gr8 and I luv it 😊 <span>Recommended</span>!!! 😍",positive
915,"Actually, this product is shirt is awsome and works perfectly 👍 More info: https://shop.example.com!!!",positive
916,"In my opinion this is product is average, nothing special. <b>Good choice</b> More info: https://shop.example.com!!!",neutral
917,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com!!!",positive
918,"To be honest, the phone is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com??",positive
919,"Actually, this product is product is decent for the price. <span>Recommended</span> https://example.com.",neutral
920,"Actually, this product is laptop has terrible quality <div>very disappointing</div> More info: https://shop.example.com.",negative
921,"Well, I think the product works gr8 and I luv it 😊 <span>Recommended</span>...",positive
922,"Actually, this product is product has terrible quality <div>very disappointing</div> <b>Good choice</b> https://example.com...",negative
923,In my opinion this is laptop works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com 😡!!!,positive
924,In my opinion this is product was a horible purchase 😠 <b>Good choice</b> https://example.com 😡!!!,negative
925,I think it is really phone is broken and useless!!! Visit www.example.com!!! 😍,negative
926,I think it is really shirt is realy bad!!! 😡.,negative
927,In my opinion this is watch was a horible purchase 😠 <b>Good choice</b> https://example.com...,negative
928,"Actually, this product is shirt is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com.",positive
929,"I think it is really shoes works as expected, but could be better. <span>Recommended</span> https://example.com...",neutral
930,"To be honest, the watch is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com...",positive
931,"Actually, this product is product is not bad, but not amazing either. <div>Customer review</div> Visit www.example.com...",neutral
932,"To be honest, the watch is awsome and works perfectly 👍 <b>Good choice</b>!!!",positive
933,In my opinion this is book is absolutly fantastic!!! Visit www.example.com 😡!!!,positive
934,I think it is really phone is decent for the price. <b>Good choice</b> More info: https://shop.example.com 😡!!!,neutral
935,"Well, I think the book is broken and useless!!! More info: https://shop.example.com.",negative
936,I think it is really watch is broken and useless!!! <div>Customer review</div> 😡!!!,negative
937,"In my opinion this is headphones is average, nothing special. <span>Recommended</span> https://example.com 😡!!!",neutral
938,"Well, I think the product is average, nothing special. <div>Customer review</div> More info: https://shop.example.com!!!",neutral
939,In my opinion this is book is absolutly fantastic!!! <span>Recommended</span> https://example.com??,positive
940,"Well, I think the product is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> https://example.com??",positive
941,I think it is really phone is realy good!!! 😍 <b>Good choice</b> Visit www.example.com...,positive
942,"Actually, this product is camera is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com.",positive
943,"To be honest, the service is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com!!!",positive
